customer_id,age,revenue,revenue_zscore,is_outlier_iqr,revenue_capped,is_outlier
101,22,250,0.41724885046189836,True,260,True
102,35,320,0.3560601223913686,False,320,False
103,41,400,0.28613014745362025,False,400,False
104,28,500,0.19871767878143484,False,500,False
105,31,450,0.24242391311752756,False,450,False
106,45,380,0.3036126411880573,False,380,False
107,38,420,0.2686476537191832,False,420,False
108,29,510,0.18997643191421631,False,510,False
109,52,460,0.233682666250309,False,460,False
110,40,390,0.2948713943208388,False,390,False
111,27,430,0.25990640685196464,False,430,False
112,33,520,0.18123518504699776,False,520,False
113,36,470,0.22494141938309048,False,470,False
114,150,5000,3.7348434114669087,True,620,True
115,25,410,0.2773889005864017,False,410,False
